id_row,SEXE,ANNEE,CLASSE_AGE,CODE_CIM10,libelle_CIM10,label,indicateur,rang,frequence,age_median,nb_cas,asr
2173,Femme,2008,50-74,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Incidence,6,4.9,,8,37.25
1491,Femme,2016,25-49,C54,Tumeur maligne du corps de l'utérus,Utérus,Incidence,4,7.2,,8,15.09
416,Femme,2021,Tous ages,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,14,1.7,67.0,8,3.82
5362,Homme,2014,50-74,C61,Tumeur maligne de la prostate,Prostate,Mortalité,6,6.5,,8,30.63
429,Homme,2019,Tous ages,C62,Tumeur maligne du testicule,Testicule,Incidence,17,1.6,47.0,8,4.82
2300,Homme,2013,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,13,2.7,,8,30.2
1490,Femme,2016,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,3,7.2,,8,15.18
1417,Homme,2020,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,2,12.3,,8,14.94
439,Femme,2020,Tous ages,C00-13,,Lèvre_bouche_pharynx,Incidence,14,1.5,61.0,8,4.31
688,Femme,2009,00-24,C00-97,,Tous cancers,Incidence,0,1.0,,8,15.71
2795,Homme,2009,75+,C18-20,,Colon-rectum,Incidence,3,9.5,,8,303.61
5298,Femme,2012,50-74,C18-20,,Colon-rectum,Mortalité,3,12.3,,8,34.47
2786,Homme,2013,75+,C18-20,,Colon-rectum,Incidence,3,10.5,,8,232.76
403,Homme,2011,Tous ages,C30-32,,Fosses nasales_sinus annexes de la face_oreille interne_larynx,Incidence,15,1.8,62.0,8,6.07
1397,Homme,2018,25-49,C33-34,,Bronches-Poumon,Incidence,2,19.0,,8,15.41
3589,Homme,2012,Tous ages,C64-65,,Rein,Mortalité,9,3.8,74.5,8,5.56
2304,Homme,2018,50-74,C91-95,,Leucémies,Incidence,12,2.6,,8,26.74
366,Femme,2014,Tous ages,C91-95,,Leucémies,Incidence,12,2.1,62.5,8,5.96
3596,Homme,2014,Tous ages,C91-95,,Leucémies,Mortalité,8,3.6,72.0,8,5.03
388,Homme,2010,Tous ages,C91-95,,Leucémies,Incidence,13,1.9,65.5,8,5.85
393,Femme,2015,Tous ages,"C88,C90",,Myélomes,Incidence,15,1.9,69.0,8,4.89
392,Homme,2013,Tous ages,"C88,C90",,Myélomes,Incidence,17,1.9,64.5,8,5.6
2295,Homme,2014,50-74,"C88,C90",,Myélomes,Incidence,12,2.7,,8,31.66
369,Femme,2012,Tous ages,"C82-86,C96",,LMNH,Incidence,14,2.1,55.0,8,5.21
3527,Homme,2009,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,7,5.3,63.0,9,6.94
3588,Homme,2017,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,7,3.8,66.0,9,5.39
5357,Homme,2011,50-74,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,4,7.0,,9,37.75
5343,Homme,2012,50-74,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,4,7.5,,9,37.86
2260,Homme,2009,50-74,C16,Tumeur maligne de l'estomac,Estomac,Incidence,7,3.1,,9,40.8
5351,Homme,2019,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,2,7.3,,9,30.91
3528,Femme,2020,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,6,5.2,75.0,9,3.94
338,Femme,2014,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,11,2.4,69.0,9,5.67
1496,Femme,2019,25-49,C43,Mélanome malin de la peau,Mélanomes,Incidence,5,7.1,,9,16.96
2281,Femme,2020,50-74,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Incidence,7,2.8,,9,28.28
3492,Femme,2014,Tous ages,C56,Tumeur maligne de l'ovaire,Ovaire,Mortalité,6,6.6,56.0,9,5.87
5930,Homme,2015,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,2,14.5,,9,236.48
683,Homme,2018,00-24,C00-97,,Tous cancers,Incidence,0,1.0,,9,17.96
5311,Femme,2020,50-74,C18-20,,Colon-rectum,Mortalité,4,10.2,,9,29.38
1461,Femme,2018,25-49,C18-20,,Colon-rectum,Incidence,2,8.7,,9,17.55
411,Homme,2019,Tous ages,C23-24,,Vésicule - Voies biliaires,Incidence,16,1.8,68.0,9,4.94
4644,Homme,2016,25-49,C33-34,,Bronches-Poumon,Mortalité,1,39.1,,9,16.99
2279,Homme,2018,50-74,C64-65,,Rein,Incidence,11,2.9,,9,29.62
2270,Homme,2012,50-74,C70-72,,Système nerveux central,Incidence,8,3.0,,9,36.19
344,Femme,2013,Tous ages,C91-95,,Leucémies,Incidence,11,2.3,52.0,9,6.02
394,Femme,2019,Tous ages,"C88,C90",,Myélomes,Incidence,13,1.9,72.0,9,4.41
2223,Femme,2019,50-74,"C82-86,C96",,LMNH,Incidence,8,3.6,,9,29.12
3573,Homme,2020,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Mortalité,7,4.2,69.5,10,5.5
3533,Homme,2013,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,5,4.9,64.5,10,6.95
2234,Homme,2014,50-74,C16,Tumeur maligne de l'estomac,Estomac,Incidence,10,3.4,,10,37.35
2248,Homme,2012,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,7,3.3,,10,40.23
5323,Homme,2009,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,2,9.2,,10,44.84
2261,Homme,2021,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,9,3.1,,10,29.39
5354,Homme,2016,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,3,7.1,,10,35.63
3529,Homme,2021,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,6,5.2,76.0,10,4.42
332,Femme,2015,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,12,2.4,72.5,10,5.3
5304,Femme,2020,50-74,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,3,11.4,,10,31.37
5356,Homme,2016,50-74,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,4,7.1,,10,34.68
337,Homme,2010,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,11,2.4,68.0,10,7.82
5340,Homme,2017,50-74,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,4,7.6,,10,34.39
3561,Homme,2015,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,7,4.5,63.0,10,6.33
3548,Homme,2012,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,6,4.7,73.5,10,6.64
326,Femme,2011,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,11,2.5,62.5,10,6.78
2204,Femme,2019,50-74,C43,Mélanome malin de la peau,Mélanomes,Incidence,6,4.0,,10,32.45
4643,Femme,2011,25-49,C50,Tumeur maligne du sein,Sein,Mortalité,1,40.0,,10,20.74
2179,Femme,2016,50-74,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Incidence,6,4.7,,10,37.01
351,Femme,2017,Tous ages,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,12,2.3,55.0,10,6.27
353,Homme,2011,Tous ages,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,13,2.3,48.0,10,6.78
2227,Femme,2021,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,8,3.6,,10,28.94
5339,Homme,2017,50-74,C00-13,,Lèvre_bouche_pharynx,Mortalité,3,7.6,,10,34.14
2150,Femme,2008,50-74,C18-20,,Colon-rectum,Incidence,5,6.2,,10,49.38
5939,Homme,2020,75+,C18-20,,Colon-rectum,Mortalité,3,11.9,,10,208.89
2798,Homme,2017,75+,C18-20,,Colon-rectum,Incidence,3,9.3,,10,234.41
3510,Femme,2018,Tous ages,C18-20,,Colon-rectum,Mortalité,5,6.0,83.5,10,4.3
4639,Homme,2020,25-49,C33-34,,Bronches-Poumon,Mortalité,1,52.6,,10,19.51
2769,Homme,2012,75+,C33-34,,Bronches-Poumon,Incidence,2,13.5,,10,299.53
2759,Femme,2014,75+,C33-34,,Bronches-Poumon,Incidence,2,16.4,,10,205.68
312,Femme,2014,Tous ages,C64-65,,Rein,Incidence,10,2.7,46.5,10,6.73
2245,Homme,2016,50-74,C64-65,,Rein,Incidence,10,3.4,,10,35.53
2265,Homme,2021,50-74,C64-65,,Rein,Incidence,10,3.1,,10,32.12
2226,Femme,2021,50-74,C64-65,,Rein,Incidence,7,3.6,,10,30.35
352,Homme,2008,Tous ages,C70-72,,Système nerveux central,Incidence,10,2.3,50.0,10,8.48
5936,Homme,2016,75+,C91-95,,Leucémies,Mortalité,3,12.8,,10,249.91
2252,Homme,2015,50-74,C91-95,,Leucémies,Incidence,8,3.2,,10,36.15
3565,Homme,2019,Tous ages,"C82-86,C96",,LMNH,Mortalité,9,4.4,77.0,10,4.64
391,Femme,2020,Tous ages,"C82-86,C96",,LMNH,Incidence,12,1.9,70.5,10,4.94
360,Homme,2015,Tous ages,"C82-86,C96",,LMNH,Incidence,13,2.2,54.5,10,6.75
370,Femme,2019,Tous ages,"C82-86,C96",,LMNH,Incidence,12,2.1,67.0,10,5.54
2239,Homme,2017,50-74,"C82-86,C96",,LMNH,Incidence,8,3.4,,10,34.24
322,Femme,2016,Tous ages,"C82-86,C96",,LMNH,Incidence,10,2.5,57.0,10,4.96
291,Femme,2011,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,9,2.8,73.0,11,6.86
342,Femme,2021,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,10,2.3,65.0,11,5.31
5328,Homme,2011,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,3,8.6,,11,47.37
5320,Homme,2021,50-74,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,3,9.6,,11,33.89
325,Homme,2011,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,12,2.5,51.0,11,7.48
2211,Homme,2016,50-74,C25,Tumeur maligne du pancréas,Pancréas,Incidence,7,3.8,,11,37.58
3494,Femme,2018,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,4,6.6,74.0,11,5.6
2224,Homme,2018,50-74,C43,Mélanome malin de la peau,Mélanomes,Incidence,8,3.6,,11,36.66
5913,Femme,2012,75+,C50,Tumeur maligne du sein,Sein,Mortalité,2,18.3,,11,253.08
2750,Femme,2009,75+,C50,Tumeur maligne du sein,Sein,Incidence,1,20.8,,11,288.58
336,Femme,2019,Tous ages,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,11,2.4,55.0,11,6.4
320,Homme,2013,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,14,2.6,67.0,11,7.18
2160,Femme,2014,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,5,5.8,,11,44.28
2213,Homme,2010,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,6,3.8,,11,46.8
2206,Femme,2018,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,6,4.0,,11,37.56
3540,Homme,2019,Tous ages,C00-13,,Lèvre_bouche_pharynx,Mortalité,6,4.8,67.0,11,6.27
2778,Homme,2016,75+,C18-20,,Colon-rectum,Incidence,3,11.5,,11,265.76
3500,Femme,2021,Tous ages,C18-20,,Colon-rectum,Mortalité,4,6.2,65.0,11,4.92
376,Femme,2020,Tous ages,C23-24,,Vésicule - Voies biliaires,Incidence,10,2.1,71.0,11,5.16
323,Femme,2017,Tous ages,"C82-86,C96",,LMNH,Incidence,9,2.5,67.0,11,5.84
317,Homme,2014,Tous ages,C15,Tumeur maligne de l'oesophage,Oesophage,Incidence,13,2.6,62.5,12,8.0
2809,Homme,2021,75+,C16,Tumeur maligne de l'estomac,Estomac,Incidence,4,8.2,,12,240.38
255,Femme,2010,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,7,3.1,66.0,12,7.92
3496,Homme,2010,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,5,6.3,70.5,12,8.94
300,Homme,2013,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,11,2.8,62.0,12,8.02
2198,Homme,2014,50-74,C43,Mélanome malin de la peau,Mélanomes,Incidence,8,4.1,,12,43.97
2771,Femme,2020,75+,C50,Tumeur maligne du sein,Sein,Incidence,2,13.0,,12,185.97
1425,Femme,2008,25-49,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Incidence,3,11.8,,12,27.08
5932,Homme,2020,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,2,14.3,,12,252.35
5925,Homme,2016,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,2,15.4,,12,303.47
3501,Homme,2021,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,5,6.2,75.0,12,5.61
319,Homme,2017,Tous ages,C62,Tumeur maligne du testicule,Testicule,Incidence,12,2.6,39.5,12,8.27
2209,Homme,2018,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,7,3.9,,12,40.76
304,Homme,2013,Tous ages,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,12,2.8,57.0,12,8.54
2163,Femme,2016,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,5,5.7,,12,43.19
280,Femme,2015,Tous ages,C00-13,,Lèvre_bouche_pharynx,Incidence,10,2.9,53.0,12,7.57
674,Homme,2009,00-24,C00-97,,Tous cancers,Incidence,0,1.0,,12,22.38
690,Femme,2011,00-24,C00-97,,Tous cancers,Incidence,0,1.0,,12,23.24
3478,Homme,2009,Tous ages,C18-20,,Colon-rectum,Mortalité,4,7.1,75.0,12,8.69
2770,Homme,2010,75+,C18-20,,Colon-rectum,Incidence,3,13.3,,12,410.22
3431,Femme,2009,Tous ages,C18-20,,Colon-rectum,Mortalité,3,10.3,75.0,12,8.1
5299,Femme,2015,50-74,C18-20,,Colon-rectum,Mortalité,4,12.2,,12,43.01
2752,Femme,2010,75+,C18-20,,Colon-rectum,Incidence,2,18.8,,12,294.56
5907,Femme,2021,75+,C33-34,,Bronches-Poumon,Mortalité,1,21.1,,12,162.1
4636,Homme,2018,25-49,C33-34,,Bronches-Poumon,Mortalité,1,57.1,,12,23.01
1443,Femme,2020,25-49,C33-34,,Bronches-Poumon,Incidence,3,9.8,,12,22.42
2768,Homme,2009,75+,C33-34,,Bronches-Poumon,Incidence,2,14.3,,12,421.42
302,Homme,2009,Tous ages,C64-65,,Rein,Incidence,11,2.8,55.5,12,8.87
289,Homme,2012,Tous ages,C70-72,,Système nerveux central,Incidence,10,2.9,69.0,12,8.87
279,Homme,2012,Tous ages,C91-95,,Leucémies,Incidence,9,2.9,61.0,12,8.84
246,Femme,2012,Tous ages,C91-95,,Leucémies,Incidence,8,3.2,57.5,12,8.23
2197,Homme,2014,50-74,"C82-86,C96",,LMNH,Incidence,7,4.1,,12,45.44
3497,Homme,2011,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,5,6.3,66.0,13,9.2
5303,Homme,2018,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,2,11.5,,13,44.63
3488,Femme,2016,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,5,6.7,63.0,13,7.43
244,Femme,2016,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,8,3.2,65.0,13,7.6
5309,Homme,2010,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,2,10.8,,13,56.32
287,Homme,2015,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,10,2.9,61.0,13,8.38
261,Femme,2015,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,9,3.1,71.0,13,7.72
2221,Homme,2020,50-74,C25,Tumeur maligne du pancréas,Pancréas,Incidence,6,3.7,,13,40.41
301,Femme,2018,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,10,2.8,69.0,13,7.24
251,Femme,2016,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,9,3.2,70.0,13,6.89
270,Femme,2017,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Incidence,8,3.0,57.0,13,7.93
2152,Femme,2012,50-74,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,5,6.1,,13,54.77
290,Homme,2015,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,12,2.9,72.0,13,8.21
307,Homme,2014,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,12,2.8,65.0,13,8.08
5895,Homme,2010,75+,C33-34,,Bronches-Poumon,Mortalité,1,24.5,,13,429.73
2774,Homme,2018,75+,C33-34,,Bronches-Poumon,Incidence,2,12.6,,13,300.03
2762,Femme,2016,75+,C33-34,,Bronches-Poumon,Incidence,2,15.9,,13,237.38
288,Homme,2015,Tous ages,C64-65,,Rein,Incidence,11,2.9,63.0,13,8.65
293,Femme,2018,Tous ages,C91-95,,Leucémies,Incidence,8,2.8,78.0,13,6.27
297,Femme,2021,Tous ages,"C88,C90",,Myélomes,Incidence,9,2.8,68.0,13,6.41
296,Homme,2017,Tous ages,"C88,C90",,Myélomes,Incidence,11,2.8,66.0,13,7.49
2184,Homme,2013,50-74,"C82-86,C96",,LMNH,Incidence,6,4.4,,13,50.85
2176,Homme,2011,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,5,4.8,,14,61.73
3433,Femme,2014,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,3,10.2,72.0,14,7.83
315,Femme,2020,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Incidence,9,2.6,61.5,14,7.37
5289,Femme,2010,50-74,C50,Tumeur maligne du sein,Sein,Mortalité,2,21.9,,14,62.18
2751,Femme,2015,75+,C50,Tumeur maligne du sein,Sein,Incidence,2,20.3,,14,271.49
5297,Femme,2015,50-74,C56,Tumeur maligne de l'ovaire,Ovaire,Mortalité,3,14.3,,14,53.05
5903,Homme,2012,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,2,22.2,,14,438.09
2188,Homme,2021,50-74,C00-13,,Lèvre_bouche_pharynx,Incidence,6,4.3,,14,43.77
5307,Homme,2011,50-74,C18-20,,Colon-rectum,Mortalité,2,10.9,,14,58.41
2794,Homme,2021,75+,C18-20,,Colon-rectum,Incidence,3,9.6,,14,279.31
5288,Femme,2010,50-74,C33-34,,Bronches-Poumon,Mortalité,1,21.9,,14,62.11
2738,Femme,2011,75+,C33-34,,Bronches-Poumon,Incidence,1,25.0,,14,347.46
2741,Femme,2010,75+,C33-34,,Bronches-Poumon,Incidence,1,21.9,,14,351.77
263,Homme,2016,Tous ages,C64-65,,Rein,Incidence,12,3.1,65.0,14,8.71
268,Femme,2019,Tous ages,C91-95,,Leucémies,Incidence,9,3.0,67.0,14,8.9
245,Homme,2011,Tous ages,C91-95,,Leucémies,Incidence,8,3.2,61.5,14,11.48
241,Homme,2013,Tous ages,C91-95,,Leucémies,Incidence,10,3.3,46.5,14,10.32
229,Homme,2011,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,6,3.4,66.0,15,10.31
220,Homme,2013,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,9,3.6,67.0,15,10.3
238,Homme,2016,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,10,3.3,72.0,15,9.1
3495,Homme,2017,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,5,6.4,66.0,15,8.81
292,Homme,2021,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,12,2.8,73.0,15,7.29
2166,Femme,2021,50-74,C25,Tumeur maligne du pancréas,Pancréas,Incidence,5,5.4,,15,46.01
243,Homme,2018,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,10,3.3,71.0,15,8.12
3485,Homme,2014,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,5,6.8,69.0,15,9.43
249,Femme,2021,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Incidence,7,3.2,51.0,15,7.49
3430,Femme,2013,Tous ages,C53,Tumeur maligne du col de l'utérus,Col de l'utérus,Mortalité,3,10.3,55.0,15,9.44
3475,Homme,2013,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,4,7.3,81.0,15,9.45
3477,Homme,2011,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,4,7.2,78.0,15,10.54
237,Homme,2015,Tous ages,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,9,3.4,54.0,15,9.14
2172,Homme,2013,50-74,C00-13,,Lèvre_bouche_pharynx,Incidence,4,5.0,,15,58.7
5305,Homme,2015,50-74,C18-20,,Colon-rectum,Mortalité,3,11.1,,15,55.74
5900,Femme,2018,75+,C33-34,,Bronches-Poumon,Mortalité,1,23.1,,15,252.14
5294,Femme,2014,50-74,C33-34,,Bronches-Poumon,Mortalité,1,20.5,,15,59.2
2167,Homme,2012,50-74,C16,Tumeur maligne de l'estomac,Estomac,Incidence,4,5.3,,16,65.55
3480,Homme,2019,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,3,7.0,65.0,16,9.2
5302,Homme,2015,50-74,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Mortalité,2,11.9,,16,59.28
228,Homme,2016,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,9,3.5,60.0,16,9.53
190,Femme,2013,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,7,4.1,67.5,16,10.16
222,Homme,2008,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Incidence,6,3.6,59.5,16,12.99
273,Femme,2020,Tous ages,C56,Tumeur maligne de l'ovaire,Ovaire,Incidence,7,3.0,67.0,16,7.91
3490,Homme,2020,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,5,6.7,80.5,16,7.37
4609,Homme,2009,25-49,C00-97,,Tous cancers,Mortalité,0,1.0,,16,35.39
5300,Homme,2017,50-74,C18-20,,Colon-rectum,Mortalité,2,12.2,,16,56.58
5282,Femme,2012,50-74,C33-34,,Bronches-Poumon,Mortalité,1,24.6,,16,64.82
276,Homme,2021,Tous ages,C64-65,,Rein,Incidence,11,3.0,65.5,16,8.85
250,Homme,2019,Tous ages,"C88,C90",,Myélomes,Incidence,9,3.2,72.5,16,8.27
200,Homme,2009,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,8,3.9,65.0,17,13.54
217,Homme,2014,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,9,3.7,65.0,17,10.45
3451,Femme,2016,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,4,8.8,71.0,17,9.4
208,Homme,2015,Tous ages,C43,Mélanome malin de la peau,Mélanomes,Incidence,8,3.8,63.0,17,10.42
4635,Femme,2009,25-49,C50,Tumeur maligne du sein,Sein,Mortalité,1,65.4,,17,36.72
3476,Homme,2017,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,4,7.3,80.0,17,8.83
2159,Homme,2017,50-74,C00-13,,Lèvre_bouche_pharynx,Incidence,4,5.8,,17,59.59
2162,Homme,2014,50-74,C00-13,,Lèvre_bouche_pharynx,Incidence,5,5.7,,17,65.0
2157,Homme,2009,50-74,C18-20,,Colon-rectum,Incidence,4,5.8,,17,77.98
2125,Femme,2009,50-74,C18-20,,Colon-rectum,Incidence,5,9.1,,17,80.32
2754,Homme,2016,75+,C33-34,,Bronches-Poumon,Incidence,2,17.7,,17,422.46
212,Homme,2018,Tous ages,C91-95,,Leucémies,Incidence,7,3.7,56.0,17,10.59
3465,Homme,2017,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Mortalité,3,7.7,68.0,18,10.33
3427,Femme,2015,Tous ages,C56,Tumeur maligne de l'ovaire,Ovaire,Mortalité,3,11.2,63.0,18,11.54
2102,Femme,2008,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,4,11.1,,18,87.92
676,Homme,2011,00-24,C00-97,,Tous cancers,Incidence,0,1.0,,18,34.69
3452,Homme,2011,Tous ages,C18-20,,Colon-rectum,Mortalité,2,8.7,66.0,18,12.99
2101,Femme,2008,50-74,C33-34,,Bronches-Poumon,Incidence,3,11.1,,18,88.01
191,Homme,2015,Tous ages,C91-95,,Leucémies,Incidence,5,4.0,59.5,18,12.38
3461,Homme,2020,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Mortalité,2,8.0,60.0,19,10.36
168,Homme,2014,Tous ages,C16,Tumeur maligne de l'estomac,Estomac,Incidence,6,4.6,67.0,21,12.97
154,Homme,2013,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,4,5.0,65.0,21,13.85
150,Homme,2009,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,4,5.3,57.0,23,17.51
166,Homme,2015,Tous ages,C22,Tumeur maligne du foie et des voies biliaires intrahépatiques,Foie et voies biliaires intra-hépatiques,Incidence,4,4.7,63.0,21,13.57
174,Homme,2021,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,5,4.5,62.5,24,12.14
175,Femme,2021,Tous ages,C25,Tumeur maligne du pancréas,Pancréas,Incidence,5,4.5,68.0,21,10.3
2050,Femme,2021,50-74,C50,Tumeur maligne du sein,Sein,Incidence,1,36.8,,102,311.52
37,Femme,2018,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,1,35.1,55.0,165,93.73
29,Femme,2021,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,1,39.7,57.0,186,99.47
2049,Femme,2012,50-74,C50,Tumeur maligne du sein,Sein,Incidence,1,37.4,,80,330.34
3422,Femme,2010,Tous ages,C50,Tumeur maligne du sein,Sein,Mortalité,2,18.3,65.5,24,16.9
2731,Femme,2021,75+,C50,Tumeur maligne du sein,Sein,Incidence,1,27.1,,23,328.6
36,Femme,2017,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,1,35.1,55.0,154,93.53
44,Femme,2008,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,1,30.7,52.0,97,74.71
1375,Femme,2018,25-49,C50,Tumeur maligne du sein,Sein,Incidence,1,52.4,,54,102.71
35,Femme,2016,Tous ages,C50,Tumeur maligne du sein,Sein,Incidence,1,35.3,56.5,144,84.82
5275,Femme,2020,50-74,C50,Tumeur maligne du sein,Sein,Mortalité,1,26.1,,23,74.02
5281,Femme,2011,50-74,C50,Tumeur maligne du sein,Sein,Mortalité,2,24.7,,21,87.99
